doc_id,text,date,client,machine_id,problem_category,key_component,source_file,source_sheet
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|軟體相關問題|43|SSLM21001SRA|2025-12-24,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|軟體相關問題|43|SSLM21001SRA|2025-12-24
日期：2025-12-24 00:00:00
客戶：鵬鼎
機台編號：SSLM21001SRA
問題分類：光源系統
關鍵元件：VLS, 光控, 光源控制器
症狀：無卡控
處理方式：卡控正常
完整內容：發生日期: 2025-12-24
客戶: 鵬鼎
機台編號: SSLM21001SRA
問題分類: 光源系統
關鍵元件: VLS, 光控, 光源控制器
問題現象: 無卡控
光源控制器
是否有設定軟體控制 售_趙楊      機台VLS版本 v1.3.5.10
掃像流程會確認光源是否可控, 
v1.3.6.11修正 -藍光光控下達光源亮度無回饋比對問題

故更新VLS v1.3.7.5 後,卡控正常
維修處理: 
更換硬體:
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：軟體相關問題",2025-12-24 00:00:00,鵬鼎,SSLM21001SRA,光源系統,"VLS, 光控, 光源控制器",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,軟體相關問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|0|SSLM21001SK|UNKNOWN,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|0|SSLM21001SK|UNKNOWN
日期：UNKNOWN
客戶：普諾威
機台編號：SSLM21001SK
問題分類：光源系統
關鍵元件：Relay, 光控, 光源控制器
症狀：1.線型藍光偶發會突然閃爍一下
處理方式：將紅光與藍光控制器互換
完整內容：發生日期: UNKNOWN
客戶: 普諾威
機台編號: SSLM21001SK
問題分類: 光源系統
關鍵元件: Relay, 光控, 光源控制器
問題現象: 1.線型藍光偶發會突然閃爍一下
更換藍光、光控、光源延長線仍會出現問題
機台第二顆藍光Relay跟第四顆Relay互換仍會閃
2.為藍光光控Ch2造成光閃爍，將紅光與藍光控制器互換
維修處理: 
更換硬體: 光源控制器
PC-24V80W-2-SR
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",UNKNOWN,普諾威,SSLM21001SK,光源系統,"Relay, 光控, 光源控制器",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|1|SSST22001ZC|2019-05-07,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|1|SSST22001ZC|2019-05-07
日期：2019-05-07 00:00:00
客戶：群策
機台編號：SSST22001ZC
問題分類：光源系統
關鍵元件：光源控制器
症狀：2D站Ch1無法Strobe
處理方式：2D站Ch1無法Strobe
完整內容：發生日期: 2019-05-07
客戶: 群策
機台編號: SSST22001ZC
問題分類: 光源系統
關鍵元件: 光源控制器
問題現象: 2D站Ch1無法Strobe
維修處理: 
更換硬體: 光源控制器
PC-24V24W-2-OR
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2019-05-07 00:00:00,群策,SSST22001ZC,光源系統,光源控制器,20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|2|SSST22001ZC|2019-05-08,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|2|SSST22001ZC|2019-05-08
日期：2019-05-08 00:00:00
客戶：群策
機台編號：SSST22001ZC
問題分類：訊號與干擾
症狀：前站2D的硬體trigger線漏接()
處理方式：前站2D的硬體trigger線漏接()
完整內容：發生日期: 2019-05-08
客戶: 群策
機台編號: SSST22001ZC
問題分類: 訊號與干擾
關鍵元件: N/A
問題現象: 前站2D的硬體trigger線漏接()
維修處理: 
更換硬體:
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2019-05-08 00:00:00,群策,SSST22001ZC,訊號與干擾,,20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|3|SSLM13005NR|2019-05-09,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|3|SSLM13005NR|2019-05-09
日期：2019-05-09 00:00:00
客戶：欣興
機台編號：SSLM13005NR
問題分類：光源系統
關鍵元件：光控, 光源控制器
症狀：(舊有機台的光控器)2D站Ch1、2無法Strobe
處理方式：借用SSLM13006NR 的2D光控
完整內容：發生日期: 2019-05-09
客戶: 欣興
機台編號: SSLM13005NR
問題分類: 光源系統
關鍵元件: 光控, 光源控制器
問題現象: (舊有機台的光控器)2D站Ch1、2無法Strobe
維修處理: 借用SSLM13006NR 的2D光控
更換硬體: 光源控制器(舊品)
PC-24V24W-2-OR
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2019-05-09 00:00:00,欣興,SSLM13005NR,光源系統,"光控, 光源控制器",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|4|SSLM21002SK|2019-05-21,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|4|SSLM21002SK|2019-05-21
日期：2019-05-21 00:00:00
客戶：普諾威
機台編號：SSLM21002SK
問題分類：光源系統
症狀：2D站光源不會閃爍
處理方式：自行更換後已告知配線商
完整內容：發生日期: 2019-05-21
客戶: 普諾威
機台編號: SSLM21002SK
問題分類: 光源系統
關鍵元件: N/A
問題現象: 問題:2D站光源不會閃爍
查修結果:2D 站 STROBE  ""+""  ""-"" 接反 
正確接法 為 藍接正  黑接負，修改後OK(耿瑋)
維修處理: 自行更換後已告知配線商
更換硬體:
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2019-05-21 00:00:00,普諾威,SSLM21002SK,光源系統,,20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|5|SSLM13006NR|2019-05-23,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|5|SSLM13006NR|2019-05-23
日期：2019-05-23 00:00:00
客戶：台豐
機台編號：SSLM13006NR
問題分類：訊號與干擾
關鍵元件：影像擷取卡
症狀：B台車顯示取像失敗
處理方式：疑似handler雷射點位設定在掃像行程中修改後OK
完整內容：發生日期: 2019-05-23
客戶: 台豐
機台編號: SSLM13006NR
問題分類: 訊號與干擾
關鍵元件: 影像擷取卡
問題現象: 問題: B台車顯示取像失敗，A台車取像正常
DAQ卡Trigger count皆超過15000條
更換過影像擷取卡與TTLtrigger保護卡皆無效
觀察B台車掃像時並沒有走完整個掃像行程，走到一半就停住，疑似handler雷射點位設定在掃像行程中修改後OK
維修處理: 
更換硬體:
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2019-05-23 00:00:00,台豐,SSLM13006NR,訊號與干擾,影像擷取卡,20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|6|SSLM11016SR|2019-06-03,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|6|SSLM11016SR|2019-06-03
日期：2019-06-03 00:00:00
客戶：景碩
機台編號：SSLM11016SR
問題分類：光源系統
症狀：1.紅光 階段性發亮(手動旋鈕發現會階段性發亮
處理方式：紅光光源交換測試後確認為光源問題
完整內容：發生日期: 2019-06-03
客戶: 景碩
機台編號: SSLM11016SR
問題分類: 光源系統
關鍵元件: N/A
問題現象: 1.紅光 階段性發亮(手動旋鈕發現會階段性發亮，沒有非常平滑)
維修處理: 紅光光源交換測試後確認為光源問題
更換硬體: 條型光
LL-20200-R
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2019-06-03 00:00:00,景碩,SSLM11016SR,光源系統,,20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|7|SSLM11016SR|UNKNOWN,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|7|SSLM11016SR|UNKNOWN
日期：UNKNOWN
客戶：景碩
機台編號：SSLM11016SR
問題分類：訊號與干擾
症狀：6/6Trigger Lose－DAQ確認來源訊號就不穩定
處理方式：訊號源OK
完整內容：發生日期: UNKNOWN
客戶: 景碩
機台編號: SSLM11016SR
問題分類: 訊號與干擾
關鍵元件: N/A
問題現象: 6/6Trigger Lose－DAQ確認來源訊號就不穩定
6/8與17SR電腦互換，問題一樣
4XMO出來的訊號都含GND線(且雙絞線纏繞)，訊號源OK
維修處理: 
更換硬體:
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",UNKNOWN,景碩,SSLM11016SR,訊號與干擾,,20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|8|SSLM21003SK|2019-06-01,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|8|SSLM21003SK|2019-06-01
日期：2019-06-01 00:00:00
客戶：美維
機台編號：SSLM21003SK
問題分類：訊號與干擾
關鍵元件：光源控制器
症狀：機台不動時
處理方式：供應商回覆 機台給控制器的電壓訊號不夠低，
接近臨界值所以才會要關不關的一直閃爍
2顆控制器皆還給供應商
完整內容：發生日期: 2019-06-01
客戶: 美維
機台編號: SSLM21003SK
問題分類: 訊號與干擾
關鍵元件: 光源控制器
問題現象: 機台不動時，光源閃爍
維修處理: 供應商回覆 機台給控制器的電壓訊號不夠低，
接近臨界值所以才會要關不關的一直閃爍
2顆控制器皆還給供應商
更換硬體: 光源控制器
PC-24V60W-2-SR
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2019-06-01 00:00:00,美維,SSLM21003SK,訊號與干擾,光源控制器,20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|9|SSLM21003SK|2019-06-11,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|9|SSLM21003SK|2019-06-11
日期：2019-06-11 00:00:00
客戶：美維
機台編號：SSLM21003SK
問題分類：訊號與干擾
關鍵元件：Trigger卡
症狀：機台DC 24V 跳電
處理方式：發現為電磁閥配線錯誤(機構有動過配線)導致機殼帶電造成短路
根因：機殼帶電造成短路
完整內容：發生日期: 2019-06-11
客戶: 美維
機台編號: SSLM21003SK
問題分類: 訊號與干擾
關鍵元件: Trigger卡
問題現象: 機台DC 24V 跳電
與裕榮查修發現只要將Trigger線 拔掉，機台就不會跳電
經測試 只要trigger線接trigger卡碰到電腦機殼或機台的機殼即會短路
經明傑與配線商查線後，發現為電磁閥配線錯誤(機構有動過配線)導致機殼帶電造成短路
維修處理: 
更換硬體:
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2019-06-11 00:00:00,美維,SSLM21003SK,訊號與干擾,Trigger卡,20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|10|SSLM21004SK|2019-06-04,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|10|SSLM21004SK|2019-06-04
日期：2019-06-04 00:00:00
客戶：美維
機台編號：SSLM21004SK
問題分類：光源系統
關鍵元件：RS232, 光源控制器
症狀：RS232控制異常
處理方式：送修供應商中，使用廠內舊品
完整內容：發生日期: 2019-06-04
客戶: 美維
機台編號: SSLM21004SK
問題分類: 光源系統
關鍵元件: RS232, 光源控制器
問題現象: RS232控制異常
維修處理: 送修供應商中，使用廠內舊品
更換硬體: 光源控制器
PC-24V60W-2-SR
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2019-06-04 00:00:00,美維,SSLM21004SK,光源系統,"RS232, 光源控制器",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|11|SSLM21004SK|UNKNOWN,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|11|SSLM21004SK|UNKNOWN
日期：UNKNOWN
客戶：美維
機台編號：SSLM21004SK
問題分類：訊號與干擾
關鍵元件：TTL卡, Trigger卡, 影像擷取卡
症狀：1.偶發 掃像失敗(沒有影像進來)
處理方式：更換新的擷取卡&TTL卡
完整內容：發生日期: UNKNOWN
客戶: 美維
機台編號: SSLM21004SK
問題分類: 訊號與干擾
關鍵元件: TTL卡, Trigger卡, 影像擷取卡
問題現象: 1.偶發 掃像失敗(沒有影像進來)
更換過影像擷取卡、Trigger卡、Trigger訊號穩定
2.6/7仍偶發掃像失敗，6/8與03SK擷取卡&TTL卡互換，03SK取像下半影像是干擾的雜訊，重新拔插CameraLink與Trigger Cable後，掃像失敗，更換新的擷取卡&TTL卡
維修處理: 
更換硬體:
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",UNKNOWN,美維,SSLM21004SK,訊號與干擾,"TTL卡, Trigger卡, 影像擷取卡",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|12|SSLM21004SK|2019-06-10,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|12|SSLM21004SK|2019-06-10
日期：2019-06-10 00:00:00
客戶：美維
機台編號：SSLM21004SK
問題分類：光源系統
關鍵元件：光源控制器
症狀：舊品光源控制器_藍光閃爍
處理方式：舊品光源控制器_藍光閃爍
完整內容：發生日期: 2019-06-10
客戶: 美維
機台編號: SSLM21004SK
問題分類: 光源系統
關鍵元件: 光源控制器
問題現象: 舊品光源控制器_藍光閃爍
維修處理: 
更換硬體: 光源控制器
PC-24V60W-2-SR
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2019-06-10 00:00:00,美維,SSLM21004SK,光源系統,光源控制器,20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|13|SSLM21004SK|2019-06-11,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|13|SSLM21004SK|2019-06-11
日期：2019-06-11 00:00:00
客戶：美維
機台編號：SSLM21004SK
問題分類：光源系統
關鍵元件：VLS, 光控, 光源控制器, 影像擷取卡, 相機
症狀：機台不動時
處理方式：重灌驅動後OK
完整內容：發生日期: 2019-06-11
客戶: 美維
機台編號: SSLM21004SK
問題分類: 光源系統
關鍵元件: VLS, 光控, 光源控制器, 影像擷取卡, 相機
問題現象: 機台不動時，光源閃爍
裝上廠商維修後的光控仍會閃爍(紅光)
VLS顯示相機連線失敗，SISO也讀取不到卡
裝置管理員有抓到四代卡但有驚嘆號警示符號
重灌驅動後OK
維修處理: 
更換硬體: 光源控制器
PC-24V60W-2-SR
影像擷取卡(四代)
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2019-06-11 00:00:00,美維,SSLM21004SK,光源系統,"VLS, 光控, 光源控制器, 影像擷取卡, 相機",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|14|SSLM11017SR|2019-06-13,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|14|SSLM11017SR|2019-06-13
日期：2019-06-13 00:00:00
客戶：景碩
機台編號：SSLM11017SR
問題分類：其他/未分類
關鍵元件：CCD
症狀：重覆掃像影像定位點會飄移200um以上
處理方式：最後發現為LineScan CCD的延伸環等鏡組未鎖固
完整內容：發生日期: 2019-06-13
客戶: 景碩
機台編號: SSLM11017SR
問題分類: 其他/未分類
關鍵元件: CCD
問題現象: 重覆掃像影像定位點會飄移200um以上
聯軸器、馬達剛性皆請組測確認後，最後發現為LineScan CCD的延伸環等鏡組未鎖固
維修處理: 
更換硬體:
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2019-06-13 00:00:00,景碩,SSLM11017SR,其他/未分類,CCD,20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|15|SSST20006TC|2019-06-10,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|15|SSST20006TC|2019-06-10
日期：2019-06-10 00:00:00
客戶：台豐
機台編號：SSST20006TC
問題分類：訊號與干擾
關鍵元件：CCD, VLS
症狀：上CCD掃像掃像起使點飄移
處理方式：6/17 重灌Windows系統 觀察中 目前順暢
完整內容：發生日期: 2019-06-10
客戶: 台豐
機台編號: SSST20006TC
問題分類: 訊號與干擾
關鍵元件: CCD, VLS
問題現象: 上CCD掃像掃像起使點飄移
DAQ量測訊號後發現為trigger不穩定，外接trigger線後穩定
請明傑重配線後OK
VLS進建料視窗後拖曳影像或拉ROI畫面感覺很LAG
6/17 重灌Windows系統 觀察中 目前順暢
維修處理: 
更換硬體:
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2019-06-10 00:00:00,台豐,SSST20006TC,訊號與干擾,"CCD, VLS",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
"20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|16|SSLM21003SK/
SSLM21004SK|UNKNOWN","【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|16|SSLM21003SK/
SSLM21004SK|UNKNOWN
日期：UNKNOWN
客戶：美維
機台編號：SSLM21003SK/
SSLM21004SK
問題分類：光源系統
關鍵元件：RS232, 光控, 光源控制器
症狀：1.程式更換或機台跑一陣子
處理方式：至10/20尚未再有問題出現
完整內容：發生日期: UNKNOWN
客戶: 美維
機台編號: SSLM21003SK/
SSLM21004SK
問題分類: 光源系統
關鍵元件: RS232, 光控, 光源控制器
問題現象: 1.程式更換或機台跑一陣子，藍光會無法控制，且二台幾乎同一時間出現問題，將紅藍光控互換也是藍光無法控制
2.當問題出現時，只要把光源控制器後面線路全部拔起來，再接回去，就可正常動作，但跑一陣子又會無法控制
3.將所有光源控制器後面有接線的線路全部拉出不放在線槽內，尤其是RS232 Cable拉出線槽，然後再把IPC後面的紅藍光RS232 Cable互換，若下次會有光源無法控制，應該要變成紅光無法控制，至10/20尚未再有問題出現
維修處理: 
更換硬體:
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",UNKNOWN,美維,"SSLM21003SK/
SSLM21004SK",光源系統,"RS232, 光控, 光源控制器",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|17|SSLM21001SR|2019-10-01,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|17|SSLM21001SR|2019-10-01
日期：2019-10-01 00:00:00
客戶：碁鼎
機台編號：SSLM21001SR
問題分類：光源系統
關鍵元件：RS232, 光控
症狀：電腦重開機後
處理方式：目前配置
前站2D一顆光控 (USB轉RS232)
LineScan兩顆光控 (接主板接口)
後站檢偏移一顆控制器  (USB轉RS232)
完整內容：發生日期: 2019-10-01
客戶: 碁鼎
機台編號: SSLM21001SR
問題分類: 光源系統
關鍵元件: RS232, 光控
問題現象: 電腦重開機後，無法控制光源亮暗。光控重開後變為可控
交換測試RS232孔位後，確認為主機版的孔位有問題
使用USB轉RS232替換掉
維修處理: 目前配置
前站2D一顆光控 (USB轉RS232)
LineScan兩顆光控 (接主板接口)
後站檢偏移一顆控制器  (USB轉RS232)
更換硬體: 主機板RS232孔位
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2019-10-01 00:00:00,碁鼎,SSLM21001SR,光源系統,"RS232, 光控",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|18|SSLM21004NR|2019-10-16,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|18|SSLM21004NR|2019-10-16
日期：2019-10-16 00:00:00
客戶：上海
日月光
機台編號：SSLM21004NR
問題分類：訊號與干擾
關鍵元件：CCD, Trigger卡
症狀：16K LineScan 無法取像
處理方式：16K LineScan 
10um 最大掃像速度:V=360mm/sec
15um 最大掃像速度:V=500mm/sec
完整內容：發生日期: 2019-10-16
客戶: 上海
日月光
機台編號: SSLM21004NR
問題分類: 訊號與干擾
關鍵元件: CCD, Trigger卡
問題現象: 16K LineScan 無法取像
量測trigger訊號來源正常，trigger卡交換測試正常。
最後確認為掃像速度問題(LineScan CCD 硬體極限問題，最大速度詳右表格)
維修處理: 16K LineScan 
10um 最大掃像速度:V=360mm/sec
15um 最大掃像速度:V=500mm/sec
更換硬體:
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2019-10-16 00:00:00,"上海
日月光",SSLM21004NR,訊號與干擾,"CCD, Trigger卡",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|19|SSLM21001SK|2019-10-19,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|19|SSLM21001SK|2019-10-19
日期：2019-10-19 00:00:00
客戶：普諾威
機台編號：SSLM21001SK
問題分類：光源系統
關鍵元件：RS232, 光控
症狀：1.Handler開批後
處理方式：需重新建料
完整內容：發生日期: 2019-10-19
客戶: 普諾威
機台編號: SSLM21001SK
問題分類: 光源系統
關鍵元件: RS232, 光控
問題現象: 1.Handler開批後，藍光無法控制(全亮)，在未開批前，光源控制皆正常
2.將藍光光控後面的RS232 Cable拉出線槽後，已可正常產生，但之前的job，可能因當下藍光已經無法控制，造成亮度與現在正常控制不同，無法生產，需重新建料
維修處理: 
更換硬體:
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2019-10-19 00:00:00,普諾威,SSLM21001SK,光源系統,"RS232, 光控",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|20|SSLM21005SK|2019-11-01,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|20|SSLM21005SK|2019-11-01
日期：2019-11-01 00:00:00
客戶：普諾威
機台編號：SSLM21005SK
問題分類：取像異常
關鍵元件：CCD
症狀：1.視覺無法取像-最後發現非高速卡(4xmo-c)
處理方式：mcf檔參數修改後OK
完整內容：發生日期: 2019-11-01
客戶: 普諾威
機台編號: SSLM21005SK
問題分類: 取像異常
關鍵元件: CCD
問題現象: 1.視覺無法取像-最後發現非高速卡(4xmo-c)，更換後能正常取像
2.視覺無法取像-mcf檔width >8192(CCD 8K)故取像失敗，mcf檔參數修改後OK
維修處理: 
更換硬體: 軟體
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2019-11-01 00:00:00,普諾威,SSLM21005SK,取像異常,CCD,20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|21|TBPP11044|2019-12-03,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|21|TBPP11044|2019-12-03
日期：2019-12-03 00:00:00
客戶：普諾威
機台編號：TBPP11044
問題分類：光源系統
關鍵元件：光控, 光源控制器
症狀：1.使用Strobe功能時
處理方式：光控型號PC-24V24W-2-SR
完整內容：發生日期: 2019-12-03
客戶: 普諾威
機台編號: TBPP11044
問題分類: 光源系統
關鍵元件: 光控, 光源控制器
問題現象: 1.使用Strobe功能時，軟體下命令亮度0時，光源仍會微量且閃爍
2.解決方式->煥光控即無問題
維修處理: 光控型號PC-24V24W-2-SR
更換硬體: 光源控制器
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2019-12-03 00:00:00,普諾威,TBPP11044,光源系統,"光控, 光源控制器",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|22|SSLM11018SR|2020-03-05,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|22|SSLM11018SR|2020-03-05
日期：2020-03-05 00:00:00
客戶：統碩
機台編號：SSLM11018SR
問題分類：光源系統
關鍵元件：RS232, 光控, 線材
症狀：1.DMreader 無法控制光源亮度(可以strobe)
處理方式：Com3→換到Com4
完整內容：發生日期: 2020-03-05
客戶: 統碩
機台編號: SSLM11018SR
問題分類: 光源系統
關鍵元件: RS232, 光控, 線材
問題現象: 1.DMreader 無法控制光源亮度(可以strobe)，更換過光控、RS232線材皆無效。
2.最後交叉測試電腦Comport，驗證出電腦comport有問題
解決方式：打開電腦，更換comport接線位置，Com3→換到Com4
維修處理: 
更換硬體: 主機板RS232孔位
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2020-03-05 00:00:00,統碩,SSLM11018SR,光源系統,"RS232, 光控, 線材",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|23|SSST20001EE|2020-03-13,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|23|SSST20001EE|2020-03-13
日期：2020-03-13 00:00:00
客戶：普諾威
機台編號：SSST20001EE
問題分類：光源系統
關鍵元件：CCD, RS232
症狀：1.上CCD光源切換失敗
處理方式：經新耀光查修為板子內有短路造成
根因：線路短路
完整內容：發生日期: 2020-03-13
客戶: 普諾威
機台編號: SSST20001EE
問題分類: 光源系統
關鍵元件: CCD, RS232
問題現象: 1.上CCD光源切換失敗，經交叉測試為紅光造成無法RS232通訊控制，經新耀光查修為板子內有短路造成
維修處理: 
更換硬體: 光源
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2020-03-13 00:00:00,普諾威,SSST20001EE,光源系統,"CCD, RS232",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
